uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,relatedness,observed
700,329,94,29-b,29,depunned,1,pale,carry,-0.217803528,0
702,329,94,29-b,29,depunned,1,pale,feeling,-0.256058431,0
707,329,94,29-b,29,depunned,1,pale,start,-0.750168933,0
708,329,94,29-b,29,depunned,1,pale,those,-0.83061309,0
711,330,95,30-b,30,depunned,1,manner,anchor,-0.715960213,0
713,330,95,30-b,30,depunned,1,manner,family,0.026847491,0
718,330,95,30-b,30,depunned,1,manner,man's,-0.295230845,0
719,330,95,30-b,30,depunned,1,manner,manor,-0.807980869,0
722,330,95,30-b,30,depunned,1,manner,speaking,0.646434966,0
757,331,96,31-b,31,depunned,1,cash,chips,0.7956559,0
758,331,96,31-b,31,depunned,1,cash,competitor,-0.141558575,0
762,331,96,31-b,31,depunned,1,cash,ended,-0.454443007,0
763,331,96,31-b,31,depunned,1,cash,online,-0.181050587,0
765,331,96,31-b,31,depunned,1,cash,poker,1.316488685,0
768,331,96,31-b,31,depunned,1,cash,suddenly,-0.56330868,0
770,331,96,31-b,31,depunned,1,cash,tournament,0.755545695,0
773,332,97,32-b,32,depunned,1,rain,autumn,1.09296528,0
774,332,97,32-b,32,depunned,1,rain,britain,0.061046913,0
780,332,97,32-b,32,depunned,1,rain,long,-0.350116242,0
782,332,97,32-b,32,depunned,1,rain,place,-0.136697917,0
785,332,97,32-b,32,depunned,1,rain,wet,2.093230813,0
815,333,98,33-b,33,depunned,1,time,extra,0.421663016,0
818,333,98,33-b,33,depunned,1,time,gardeners,-0.444254531,0
819,333,98,33-b,33,depunned,1,time,get,-0.3333092,0
825,333,98,33-b,33,depunned,1,time,tomato,-0.573106796,0
826,333,98,33-b,33,depunned,1,time,work,0.870582592,0
828,334,99,34-b,34,depunned,1,poor,bad,0.507396557,0
831,334,99,34-b,34,depunned,1,poor,excuse,0.546949903,0
835,334,99,34-b,34,depunned,1,poor,say,-0.598910423,0
835,334,99,34-b,34,depunned,1,poor,say,-0.598910423,0
839,334,99,34-b,34,depunned,1,poor,teeth,-0.014939574,0
869,335,100,35-b,35,depunned,1,guilt,complex,0.662758497,0
876,335,100,35-b,35,depunned,1,guilt,like,-0.621661154,0
877,335,100,35-b,35,depunned,1,guilt,paint,-0.781460533,0
878,335,100,35-b,35,depunned,1,guilt,people,0.305665447,0
880,335,100,35-b,35,depunned,1,guilt,purple,-0.803089329,0
884,336,101,36-b,36,depunned,1,err,careless,1.378747103,0
914,337,102,37-b,37,depunned,1,sun,got,-0.646079413,0
916,337,102,37-b,37,depunned,1,sun,only,-0.665076312,0
917,337,102,37-b,37,depunned,1,sun,parrot,-0.474117686,0
918,337,102,37-b,37,depunned,1,sun,rest,-0.515133451,0
936,338,103,38-b,38,depunned,1,seas,cannot,-0.834120549,0
937,338,103,38-b,38,depunned,1,seas,choristers,-0.568711897,0
940,338,103,38-b,38,depunned,1,seas,high,1.15987515,0
941,338,103,38-b,38,depunned,1,seas,hit,-0.617809813,0
942,338,103,38-b,38,depunned,1,seas,make,-0.650018431,0
944,338,103,38-b,38,depunned,1,seas,novice,-0.59044442,0
948,338,103,38-b,38,depunned,1,seas,singers,-0.721792247,0
950,338,103,38-b,38,depunned,1,seas,terrible,0.208366564,0
966,339,104,39-b,39,depunned,1,what,bright,-0.808464664,0
970,339,104,39-b,39,depunned,1,what,knows,0.249689963,0
973,339,104,39-b,39,depunned,1,what,optometrist,-0.808577347,0
975,339,104,39-b,39,depunned,1,what,spark,-0.667509975,0
980,339,104,39-b,39,depunned,1,what,what's,1.727922581,0
981,340,105,40-b,40,depunned,1,raiser,balance,-0.109023983,0
983,340,105,40-b,40,depunned,1,raiser,budget,-0.304511824,0
985,340,105,40-b,40,depunned,1,raiser,fund,0.810271506,0
988,340,105,40-b,40,depunned,1,raiser,mayor,-0.482292327,0
992,340,105,40-b,40,depunned,1,raiser,turned,-0.628219204,0
994,340,105,40-b,40,depunned,1,raiser,wanted,-0.503213354,0
